Variable:,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,826.93,695.28,1096.47,867.9,675.27,631.3,920.31,569.06,614.54,902.86,899.45,603.55,492.73,1012.29,850.63,670.74,1016.7,574.99,645.87,522.54,737.98,1184.87,1063.51,2916.01,2381.97,2938.43,1449.2,1965.85,2011.51,2671.62,2599.22,2208.08,2790
1960,1044.95,921.96,1145.83,1099.58,1009.35,900.11,1235.26,825.74,893.55,1002.37,1197.26,924.95,754.82,1012.85,1059.6,950.16,998.11,904.92,944.42,820.16,990.82,1379.72,1384.84,3074,2608.21,3298,1256.7,1844.36,1860.32,2879.31,2799.27,2377.7,3010.2
1961,777.8,802.16,882.27,779.12,726.16,669.19,945.46,598.75,789.54,695.14,948.87,648.3,554.03,706.92,758.46,859.69,705.94,785.89,700.78,695.14,722.85,943.14,945.3,2434.62,2016.5,2847.3,1846.9,2439.06,2492.91,2734.81,2666.32,2304.18,2846.8
1962,762.48,662.82,885.21,788.22,710.51,672.56,888.53,603.17,714.02,711.38,896.92,621.11,533.91,834.93,808.91,730.01,851.99,669.3,673.75,618.06,706.68,832.28,885.12,2462.14,2094.37,2971.97,1424.3,2121.14,2178.31,2814.37,2745.12,2374.69,2927.6
1963,885.75,794.81,978.3,945.09,771.56,721.74,920.72,663.2,713.93,795.05,1049.54,709.77,591.85,1060.63,883.7,766.7,976.61,679.93,733.66,638.18,778.73,1279.03,1208.71,3205.94,2640.06,2842.54,1377.5,1472.29,1491.64,2769.26,2716.64,2424.24,2855.3
1964,727.66,634.62,826.53,775.95,706.08,532.02,825.92,533.88,584.84,788.69,751.33,646.66,494.71,854.77,723.62,628.84,832.87,699.71,625.75,622.55,648.87,920.08,926.38,1916.88,1654.82,2750.42,1395.5,1526.27,1551.74,2696.08,2631.3,2282.11,2802
1965,986.98,1055.25,1089.83,1050.5,940.44,962.28,1078.93,854.89,1013.26,671.95,1337.98,883,792.25,898.98,1073.43,1082.56,889.69,890.37,893.86,870.35,952.97,919.28,1202.01,2661.79,2156.86,2836.26,1846.2,2615.07,2685.29,2585.67,2523.33,2189.27,2687.6
1966,947.6,942.36,1104.15,910.03,975.52,815.61,1161.92,794.51,951.01,869.07,1121.5,901.85,759.85,790.98,981.93,1010.92,866.91,965.87,915.21,894.21,955,994.28,1047.85,2875.76,2405.19,3464.7,1289.3,1417.11,1436.75,3838.18,3766.37,3351.4,3955.6
1967,726,828.5,800.64,736.21,813.84,704.58,966.02,621.73,767.24,561.71,977.9,736.05,595.21,565.64,738.71,868.4,623.59,692.47,690.76,661.9,689.29,549.97,828.89,3300.76,2721.1,3094.86,1347.7,1764.67,1784.46,3289.27,3202.78,2732.16,3430.7
1968,916.37,1020.86,990.47,1021.27,782.64,906.18,893.81,728.63,848.32,762.1,1232.47,743.77,687.09,924.41,949.67,944.01,899.14,749.29,715.37,722.15,779.39,1143.27,1230.05,3279.16,2846.75,2743.44,1707.7,2038.93,2085.35,2663.59,2594.66,2223.26,2776.3
1969,844.73,829.59,1053.64,903.09,733.78,693.28,878.15,621.08,723.79,832.13,970.35,690.15,582.97,977.21,876.79,789.64,995.51,773.64,675.96,674.39,749.59,1008.29,1013.87,2791.12,2410.81,3333.13,1853.8,1849.83,1887.28,3276.91,3206.53,2817.49,3392
1970,818.06,946.84,807.95,887.42,804.97,813.96,929.25,649.57,864.53,527.43,1172.48,743.45,636.95,745.58,813.4,970.7,706.45,727.51,695.28,701.47,701.02,844.58,1097.34,3787.85,3199.38,3486.21,1493.2,1827.6,1864.6,3641.07,3555.74,3091.82,3780.6
1971,781.92,617.94,1023.21,911.96,628.03,593.97,754.3,574.63,593.9,729.62,769.8,593.13,502.1,990.06,865.22,604.89,985.32,607.02,606.98,564.26,695.1,1038.61,1010.27,3710.8,3118.37,2856.85,1604.7,1500.34,1532.64,2625.28,2553.77,2186.15,2742.2
1972,858.59,745.29,956.43,895.67,761.37,677.18,944.63,623.72,732.91,873.23,874.91,696.71,623.71,1058.87,790.51,758.32,978.99,674.14,667.13,685.76,675.09,1341.97,1112.79,3273.95,2865.08,3082.32,1613.4,2693.84,2705.13,3063.2,2971.58,2494.08,3213
1973,710.83,755.99,812.31,751.95,614.18,634.91,707.16,582.7,675,626.6,870.49,593.21,548.92,670.43,744.26,705.42,672.18,602.86,591.93,582.17,652.56,950.15,918.44,3157.44,2712.54,2194.26,1952.2,1856.71,1890.32,1963.27,1926.86,1727.69,2022.8
1974,890.54,831.55,1010.05,917.51,908.39,770.88,1048.35,683.83,887.83,676.68,1040.57,870.91,708.59,866.76,862.62,904.49,870.9,950.65,746.83,864.35,764.14,1024.45,1083.21,2961.66,2462.35,2788.82,1826.9,2189.75,2262.2,2626.89,2549.89,2143.39,2752.8
1975,820.18,838.18,865.56,910.8,712.95,747.79,786.74,675.64,717.62,845.46,1011.41,736.43,641.51,794.18,827.97,765.88,769.06,768.53,683.44,696.07,726.82,1096.35,1120.56,3104.23,2710.21,3101.94,1425.9,1678.15,1705.9,2948.55,2869.39,2448.41,3078
1976,755.1,641.05,913.43,867.12,580.57,593.33,724.52,516.07,546,952.47,812.75,526.52,422.21,896.45,807.26,603.62,803.98,561.67,576.17,478.45,687.52,1270.37,1077.46,3844.3,3239.94,2816.75,1758.8,2217.82,2262.17,2824.86,2749.55,2343.26,2948
1977,1013.98,934.79,1039.79,1206.5,803.66,1002.94,962.2,792.76,939.48,798.74,1318.03,752,730.03,1105.22,1069.11,977.24,1011.65,800.98,779.22,768.42,868.06,1346.4,1440.66,3134.03,2592.56,2870.8,1613.8,2251.2,2288.44,2685.92,2617.5,2245.25,2797.8
1978,821.28,895.16,919.88,817.82,782.41,726.25,920.78,707.89,783.69,812.06,1027.9,722.91,675.03,735.81,858.95,838.17,754.98,673.31,745.42,697,787.25,977.19,995.14,3172.85,2667.19,2826.18,1738.8,1709.45,1748.87,2788.13,2719.46,2344.14,2900.4
1979,986.86,930.31,1154.02,1046.58,883.31,918.7,1073.61,814.93,933.28,911.12,1189.23,802.26,731.52,921.13,1065.49,998.57,949.45,812.71,882.53,775.18,965.34,1178.41,1205.89,3171.38,2735.57,3588.49,1538.3,2309.67,2343.84,3241.56,3162.89,2742.06,3370.2
1980,836.36,866.87,925.87,857.19,838.48,760.23,955.73,704.9,850.19,806.9,1063.13,806.04,693.61,711.66,868.81,915.92,733.7,819.56,763.98,790.97,785.99,813.84,1028.41,2995.63,2481.04,3041.7,1949.7,2783.3,2851.01,3112.94,3035.41,2624.5,3239.7
1981,954.33,1025.36,946.86,1037.45,903.84,991.23,1055.17,831.55,1044.57,610.26,1341.59,877.32,815.79,783.17,1026.48,1102.76,810.89,914.17,847.56,894.99,902,914.12,1173.15,3009.67,2610.5,3555.94,1752.1,1889.96,1932.69,3483,3394.62,2915.69,3627.5
1982,908.54,1002.24,996.34,941.68,899.26,847.72,1102.33,746.78,894.88,723.61,1222.04,812.05,722.3,855.39,935.86,978.54,883.84,759.89,852.32,769.54,885.6,800.98,1097.46,3022.78,2529.68,3410.3,1623.4,3108.83,3148.59,3356.06,3259.77,2752.98,3513.5
1983,824.3,890.47,846.96,910.49,744.24,825.08,854.41,717.6,847.43,685.06,1139.43,720.19,665.61,668.56,899.61,917.5,691.11,716.58,736.83,710.06,795.5,873.82,1079.06,2772.92,2372.3,2819.82,1922.4,1450.24,1483.65,2670.51,2607.9,2271.1,2772.9
1984,912.84,850.69,1026.62,919.16,864.99,797.73,1013.71,794.19,891.58,952.48,1051.35,844.48,757.29,827.14,960.01,929.82,820.22,838.4,865.14,817.42,929.9,1077.67,1052.18,3081.78,2660.28,3374.23,1696.8,1720.49,1769.73,3357.34,3276.57,2835.45,3489.4
1985,713.83,741.98,787.69,743.2,663.71,629.28,809.83,578.87,675.07,620.65,912.01,619.79,550.91,677.17,741.49,735.64,667.9,709.59,621.62,631.67,662.74,788.77,914.25,2530.71,2146.18,2977.01,1507,2694.6,2761.86,3028.96,2960.8,2587.19,3140.4
1986,868.5,988.9,864.54,933.59,840.02,865.59,1042.51,700.12,931.39,775.91,1178.39,769.11,683.54,785.5,876.71,1005.34,693.4,834.96,756.25,775.45,792.67,924.61,1087.4,2569.65,2138.29,3412.12,1506.4,1822.77,1857.93,3204.88,3121.63,2671.2,3341
1987,893.11,983.36,831.59,989.63,777.44,856.89,860.93,713.08,918.89,784.73,1184.06,801.97,730.26,936.88,851.72,974.93,824.66,865.94,709.6,826,733.72,1118.3,1198.33,2569.96,2191.66,3522.28,1426.9,2684.76,2726.24,3148.37,3076.06,2668.55,3266.6
1988,914.13,984.11,954.18,1006.16,818.01,900.4,991.25,744.75,1002.42,603.21,1218.13,795.96,761.01,843.03,935.36,1034.42,848.55,879.49,782.3,850.12,823.07,885.59,1162.28,2756.02,2330.03,3498.79,1673.9,1639.36,1687.5,3454.83,3368.43,2910.13,3596.1
1989,664.28,745.47,706.75,658.77,645.41,620.66,772.95,558.07,728.46,567.15,857.8,631.89,559.78,586.49,669.4,791.36,635.63,655.23,601.05,648.82,621.73,596.18,757.54,3714.48,3144.7,3386.05,1825.3,2282.62,2325.26,2948.9,2867.13,2437.14,3082.6
1990,762.98,864.4,820.27,840.7,664.22,723.81,830.9,541.31,774.46,840.25,1072.42,614.28,527.26,760.12,748.86,874.42,728.44,665.93,594.06,616.99,655.63,827.48,1034.25,3695.38,3154.14,3205.52,1643.8,1302.27,1325.14,3019.56,2944.99,2541.94,3141.5
1991,711.06,677.96,826.61,721.86,654.03,621.53,780.83,536.45,653.89,753.15,894.57,642.67,519.12,709.27,705.55,682.95,709.58,716.01,606.11,651.39,665.04,830.62,879.73,2906.79,2416.09,3112.68,1874.6,1790.53,1831.72,3188,3107.16,2659.53,3320.2
1992,852.83,840.04,969.37,936.46,799.99,774.91,885.59,643.33,778.99,768.82,1085.76,720.71,618.13,866.02,891.36,846.49,897.96,792.96,702.43,720,761.91,950.26,1099.38,2724.63,2276.62,3747.77,1488.9,1144.27,1144.39,3490.82,3402.77,2921.63,3634.8
1993,886.99,828.77,972.03,1008.03,832.58,825.26,938.22,673.46,859.56,751.18,1123.19,793.75,668.89,890.54,933.7,892.22,885.96,843,718.91,788,802.02,943.81,1161.82,3184.86,2733.02,3030.75,1332.2,2649.86,2700.65,3116.21,3040.26,2621.72,3240.4
1994,955.16,893,998.74,1070.3,955.88,868.43,1167.23,814.56,870.6,638.74,1143.56,846.61,726.59,877.68,1066.25,898.4,810.58,831.15,914.55,789.51,994.71,1128.07,1200.9,3280.73,2785.93,2651.14,1625.5,1807.55,1853.41,2826.46,2763.75,2419.83,2929
1995,872.65,998.21,879.16,908.29,821.94,866.25,1001.82,719.4,884.64,645.28,1257.24,720.23,673.21,766.53,888.44,986.69,724.05,689.95,785.79,691,842.72,1013.36,1135.46,2411.56,2080.29,3045.59,1384.7,1799.66,1798.89,3217.47,3146.52,2759.01,3333.5
1996,857.14,805.95,1093.64,977.13,657.69,699.52,814.24,584.72,631.42,882.19,983.31,580.33,503.34,1112.01,904.55,728.4,1059.27,584.37,654.33,548.63,769.63,1186.63,1132.63,3348.81,2939.57,3475.29,1690.2,1245.38,1270.38,3530.44,3444.84,2977.56,3670.4
1997,790.86,820.48,972.24,775.47,759.01,712.75,870.29,641.55,780.63,672.92,1007.56,710.09,611.98,715.48,783.49,852.93,809.04,707.64,697.23,673.58,751.18,833.81,917.77,2803.25,2328.06,2758.52,1007.2,1710.19,1736.03,2531.72,2469.4,2145.97,2633.6
1998,812.1,836.11,847.93,828.28,862.19,731.78,1057.44,680.33,816.34,623.73,1026.41,776.45,653.23,717.51,822.06,871.03,701.5,837.01,784.95,759.59,802.3,819.09,938.29,2647.45,2211.46,3702.58,1107.8,2334.22,2412.78,3761.72,3671.35,3176.78,3909.5
1999,987.73,1066.37,1019.51,1028.93,967.89,927.64,1191.01,859.15,938.33,722.01,1336.08,868.26,791.71,908.92,1032.51,1033.71,878.64,847.83,946.06,829.08,974.52,1026.64,1215.82,2902.19,2503.15,3093.11,1233.1,1145.42,1178.6,2908.49,2833.57,2434.56,3031
2000,954.91,897.01,995.84,930.98,1034.83,842.41,1204.69,825.01,972.42,837.78,1104.01,960.31,825.1,838.79,944.16,991.06,836.08,944.06,922.54,908.43,927.23,1085.59,1079.77,3370.13,2851.83,2782.52,1414,1490.63,1510.56,3054.37,2981.95,2587.31,3172.8
2001,893.53,1001.84,829.55,939.92,944.74,907.11,1075.24,839.55,1012.11,569.66,1231.57,923.91,834.58,681.76,927.98,1053.1,689.05,976.94,865.42,917.85,858.46,719.5,1050,2680.77,2215.48,2894.09,1284.2,1483.87,1494.88,2794.62,2726.2,2353.32,2906.5
2002,943.95,1072.66,917.94,955.37,929.55,779.48,1108.87,756,871.89,897.84,1167.17,841.43,722.44,979.75,893.72,991.02,867,883.47,841.02,816.27,834.12,1256.96,1204.03,2905.33,2449.31,3033.88,1397.8,1941.78,1990.66,2621.8,2553.55,2187.02,2733.4
2003,722.27,630.86,859.96,765.69,685.12,595.44,840.29,597.64,619.84,588.49,788.59,611.15,531.41,793.08,769.43,657.26,778.36,637.91,671.01,590.64,719.47,781.5,859.62,2456.7,2043.72,3031.63,1111.9,2053.37,2104.81,3197.87,3128.19,2733.75,3311.8
2004,786.27,828.18,881.03,886.38,727.77,777.12,880.77,634.36,771.59,730.96,1067.73,674.35,590.04,759.54,858.04,834.61,805.58,726.69,664.31,663.09,704.65,709.44,933.43,2954.9,2487.79,4099.09,880,1891.02,1926.49,4405.04,4303.17,3722.11,4571.6
2005,674.6,742.25,722.74,707.34,631.02,623.58,761.96,515.13,655.01,681.11,885.42,611.22,518.87,668.83,664.71,717.68,641.28,722.54,551.45,645.92,566.54,737.55,846.01,3368.91,2844.69,3916.35,1186.7,2387.76,2459.02,3971.61,3874.06,3337.77,4131.1
2006,815.76,1015.75,847.34,882.83,764.41,799.79,981.34,683.62,840.54,493.41,1197.8,711.38,641.84,648.2,898.02,961.29,682.81,771.5,757.31,720.89,800.24,750.82,1004.99,2774.54,2400.22,3411.46,1267.1,2152.44,2211.82,2922.31,2842.5,2429.06,3052.8
2007,829.72,958.81,885.36,898.24,858.53,848.78,1015.24,745.69,891.95,477.31,1199.09,785.08,710.18,611.68,896.56,970.26,697.06,815.36,789.4,774.04,821.31,585.22,981.27,3045.18,2715.78,2950.17,966.9,1933.05,1985.26,2927.12,2859.24,2490.34,3038.1
2008,937.07,891.17,1035.66,1113.86,833.59,833.15,1042.57,700,818.94,903.72,1121.77,748.36,629.77,961.77,985.48,896.97,910.8,783.13,782.14,711.81,843.46,1199.13,1272.26,2963.91,2548.81,3606.38,1635.4,1969.47,1996.73,3399.39,3315.47,2858.94,3536.6
2009,799.86,834.13,876.05,793.85,774.07,704.32,1017.76,611.6,774.38,670.22,995.99,709.23,583.39,765.05,783.65,863.5,728.55,765.58,733.43,688.67,762.16,956.83,959.94,2764.85,2289.95,2718.02,1339.5,2033.99,2078.07,2755.46,2688.54,2318.62,2864.9
2010,834.76,876.11,847.11,912.03,760.21,781.37,929.68,653.52,833.53,890.52,1028.23,732.9,636.56,854.79,838.28,903.14,788.7,784.21,691.87,738.14,719.79,1012.16,1029.84,3072.19,2584.96,3779.22,1524.4,2099.17,2153.17,3985.71,3902.42,3433.28,4121.9
2011,721.45,703.52,695.63,780.96,682.33,659.68,798.59,575.84,711.09,662.24,885.04,654.87,576.4,760.82,714.03,733.76,687.31,692.92,611.27,653.33,624.66,892.6,920.29,2949.69,2544.69,3800.08,1609.6,2011.35,2065.61,4190.65,4093.44,3556.03,4349.6
2012,863.73,938.63,833.27,880.75,938.23,821.51,1123.33,742.79,890.94,682.08,1181.74,850.47,724.13,661.56,865.42,942.76,657.95,911.31,836.77,833.53,833.35,880.9,1061.21,2843.64,2437.52,3374.4,1599.4,1592.74,1641.84,3474.07,3393.07,2942.52,3606.5
2013,942.61,949.4,1103.82,1002.2,843.38,903.23,1039.99,757.12,908.21,807.63,1250.32,765.81,691.51,867.3,976.81,980.11,902.08,770.93,817.49,741.52,882.37,1053.87,1197.02,3256.85,2887.99,2980.33,1054.4,1828.83,1866.25,2928.3,2857.23,2473.81,3044.5
2014,926.27,813.76,984.17,1022.57,882.65,822.71,1092.99,753.63,808.12,817.21,1062.44,801.61,708.26,948.47,968.39,832.75,905.12,807.26,818.92,761.49,864.36,1141.57,1203.99,2476.74,2158.77,3013.94,1640.6,1543.72,1563.15,2876.07,2802.1,2410.96,2997
2015,707.09,672.04,789.17,741.77,721.6,610.1,906.38,565.63,676.88,544.43,832.58,686.04,563.96,651.41,704.53,691.2,658.12,737.65,641.96,661.54,634.01,794.14,853.44,3114.88,2649.99,2301.39,1643.1,2268.47,2328.71,2347.3,2283.89,1942.54,2451
2016,817.37,925.96,884.1,867.45,760.17,806.99,900.65,674.89,865.28,615.13,1150.7,743.3,671.06,696.85,848.22,921.76,738.07,816.21,696.35,763.69,748.11,796.21,999.53,2690.02,2299.57,3526.92,1675.5,1486.8,1512.76,3560.08,3470.84,2979.11,3706
2017,728.2,828.26,826.27,755.35,715.45,687.73,817.5,615.02,754.08,485.06,972.78,698.12,597.07,631.94,760.92,803.69,696.99,749.18,638.08,695.25,670.61,674.89,838.61,3139.99,2598.71,3473.49,1498.5,1718.72,1747.01,3457.94,3374.11,2921.8,3595
2018,878.16,716.22,1003.32,927.57,806.67,752.35,980.47,692.86,779.45,830.6,965.06,747.91,641.27,1005.53,874.35,788.19,957.42,733.68,758.37,696.85,786.9,1109.62,1092.02,3242.84,2695.48,3113.02,1612.8,2585.34,2643.15,3088.14,3010.07,2588.52,3215.8
2019,833.1,811.33,983.68,839.7,825.92,691.74,1038.17,650.43,757.64,766.52,976.31,746.91,608.18,813.19,842.85,806.52,823.73,768.3,762.69,705.11,793.28,968.42,991.47,2267.03,1941.4,2868.79,1274.9,1748.32,1753.37,2377.93,2313.05,1970.03,2484
2020,808.17,704.35,977.17,814.15,827.05,678.63,1055.4,638.34,736.73,661.08,889.12,741.17,600.56,761.95,834.3,743.42,824.49,761.72,758.53,698.06,796.21,880.88,942.23,2429.48,2054.71,3027.14,1176,1290.47,1296.73,2910.53,2840.16,2464.31,3025.6
