Variable:,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,888.38,1188.14,937.49,385.87,1062.47,522.54,808.31,1305.53,1281.55,1265.24,1055.1,1297.16,610.73,815.57,1030.74,1117.57,890.91,854.75,1304.69,919.8,1330.44,1280.91,1330.31,984.02,729.52,1070.71,1022.69,785.74,862.64,567.43,1325.58,1328.97,604.58,1268.71,1404,559.55,1194.02,871.44,1078.66,1293.88,1351.67,1379.67,756.11,1333.67,675.09,524.46,1346.9,1313.96,1241.41,1314.55,914.53,751.22
2053,884.22,1172.38,915.38,394.54,927.25,623.84,768.86,1350.99,1322.36,1370.32,993.29,1261.97,638.79,816.22,1028.95,1149.35,905.55,827.71,1260.74,898.46,1378.43,1348.52,1375.53,1022.98,742.12,1081.64,952.16,749.97,826.51,574.48,1375.04,1300.91,651.03,1271.55,1461.34,568.39,1210.96,785.42,1093.15,1318.36,1397.33,1401.83,731.25,1247.32,670.35,542.28,1356.6,1420.72,1209.89,1398.29,936.79,726.39
2054,881.05,1251.17,940.44,442.59,1017.34,593.52,738.55,1358.53,1243.9,1273.96,1057.47,1295,609.37,807.86,993.93,1105.15,799.1,863.48,1273.68,1025,1451.68,1273.83,1373.26,967.21,717.48,1119.76,975.91,737.76,810.99,581.84,1445.49,1305,617.63,1314.83,1346.42,552.86,1190.7,815.47,1074.6,1276.28,1288.44,1326.98,691.28,1279.78,689.12,517.64,1436.94,1287.77,1116.36,1257.41,870.36,721.03
2055,896.47,1270.22,915.72,372.97,1047.51,645.89,775.86,1310.28,1345.74,1434.52,1071.66,1370.81,613.75,828.82,1014.27,1093.07,843.5,838.93,1268.69,1053.6,1224.18,1355.07,1312.74,960.05,731.62,1140.72,978.2,779.17,851.51,604.51,1306.56,1346.03,648.54,1249.62,1507.49,600.06,1163.01,820.75,1104.87,1275.57,1340.69,1483.23,770.58,1312.24,732.98,530.85,1284.57,1448.88,1220.18,1336.25,894.72,721.32
2056,872.36,1176.22,939.12,413.39,1025.82,554.24,765.12,1296.09,1210.2,1238.99,1022.12,1198.34,542.25,772.4,1007.76,1103.59,823.39,868.59,1248.76,1009.83,1356.17,1215.71,1322.3,943.42,713.34,1117.35,969.4,734.71,797.63,543.78,1341.91,1246.78,674.21,1301.2,1286.42,580.51,1169.81,816.38,1028.32,1217.41,1318.45,1230.12,710.5,1263.01,730.33,499.81,1367.67,1236.64,1128.58,1204.38,852.77,742.45
2057,849.37,1102.83,908.86,352.43,997.44,601.66,698.45,1292.31,1297.08,1291.84,985.82,1125.39,682.01,812.45,977.13,1104.23,780.53,763.79,1263.93,885.63,1361.66,1271.84,1345.4,910.4,646.56,1058.23,940.34,743.52,746.47,587.49,1345.19,1268.06,627.17,1228.12,1363.75,555.86,1216.82,709.57,1117.54,1228.12,1363.96,1254.05,681.63,1269.75,618.1,496.06,1305.66,1326.82,1264.24,1298.96,782.06,722.36
2058,896.21,1315.77,958.28,416.34,1028.5,577.5,791.26,1427.82,1343.45,1367.92,1093.6,1345.44,656.9,810.27,994.61,1141.92,832.55,792.9,1314.35,1008.45,1487.11,1370.36,1454.02,950.2,695.31,1152.15,922.36,732.47,761.07,597.27,1491.77,1395.72,675.79,1360.47,1449.81,581.04,1255.28,809.87,1005.81,1369.27,1438.11,1415.84,675.31,1331.37,736.47,553.97,1473.84,1403.85,1135.29,1336.74,842.19,745.44
2059,877.65,1180.31,909.94,446.29,966.04,646.74,748.61,1380.5,1272.37,1257.05,1053.19,1249.87,539,852.62,1005.47,1120,843.77,817.2,1302.83,863.21,1450.73,1275.59,1417.86,1007.11,725.71,1037.56,957.65,752.17,808.62,610.18,1429.99,1293.5,648.49,1318.03,1323.15,566.63,1191.49,781.4,1114.78,1274.86,1398.38,1272.18,689.64,1254.05,648.32,542.71,1407.23,1311.87,1210.54,1287.28,893.97,706.59
2060,877.87,1297.43,934.33,356.9,1059.83,526.22,779.84,1232.82,1385.26,1380.49,1067.65,1260.73,596.47,775.85,991.35,1089.36,894.27,823.69,1240.68,980.9,1326.88,1346.25,1263.19,941.69,732.25,1173.51,956.76,755.51,789.05,556.07,1308.45,1314.75,719.3,1212.96,1371.21,542.47,1154.36,868.63,1021.59,1219.52,1255.89,1304.25,684.34,1290.72,730.7,527.88,1283.92,1346.77,1146.27,1237.51,874.65,718.08
2061,895.11,1222.08,942.07,361.51,1094.47,514.5,775.52,1386.35,1390.16,1410.22,1042.79,1237.04,773.97,789.86,1052.82,1197.12,856.44,841.11,1342.43,1041.31,1375.8,1406.71,1422.63,970.06,707.02,1139.87,999.18,765.99,823.05,527.45,1432.65,1373.75,658.51,1359.54,1411.77,599.51,1269.26,894.62,995.95,1353.32,1390.63,1286.13,691.69,1319.71,788.94,476.05,1416.62,1428.83,1165.99,1395.87,873.53,731.31
2062,888.49,1241.5,947.41,340.8,1034.87,641.65,763.41,1264.16,1363.15,1365.21,1044.42,1301.53,676.64,848.22,998.87,1123.97,822.24,806.51,1337.61,974.5,1348.17,1357.65,1296.16,954.86,715.4,1108.75,968.05,796.45,853.3,591.78,1325.68,1300.19,550.76,1228.85,1467.75,615.24,1186.36,811.86,1128.49,1262.92,1324.6,1378.95,753.22,1331.53,653.28,489.12,1298.06,1402.45,1232.84,1347.58,851.58,768.38
2063,883.14,1191.64,923.18,392.43,1085.69,485.49,708.03,1456.93,1358.52,1377.8,980.21,1197.99,662.12,769.58,1105.81,1187.13,858.34,877.9,1334.96,928.81,1430.22,1371.25,1427.67,955.76,746.45,1097.33,1090.87,741.18,817.91,494.98,1392.13,1380.72,613.03,1333.98,1398.79,607.04,1260.83,856.57,1020.84,1373.46,1523.56,1268.26,735.61,1315.52,737.77,459.93,1362.66,1403.37,1217.76,1412.59,860.14,664.01
2064,897.86,1245.74,963.4,463.41,1047.47,547.29,819.83,1318.72,1238.13,1260.16,1132.83,1351.51,692.39,790.9,1010.35,1106.23,832.65,815.25,1254.08,947.8,1342.45,1253.11,1317.9,977.4,722.34,1117.02,967.08,754.34,815.14,564.33,1314.6,1222.71,699.2,1211.48,1471.06,640.41,1127.33,839.65,1023.43,1195.27,1316.96,1440.3,736.48,1307.61,756.59,595.76,1292.09,1330.11,1137.5,1247.54,891.93,738.89
2065,872.43,1116.83,929.06,375.65,1049.91,587.69,794.4,1288.74,1262.64,1224.07,976.75,1215.05,560.75,858.11,1036.34,1124.25,827.85,799.96,1278.11,851.04,1308.54,1244.96,1297.8,880.74,705.69,1039.36,1046.12,797.27,840.63,578.24,1258.91,1282.49,671.33,1203.17,1347.52,597.48,1158.64,737.08,1124.34,1214.88,1275.82,1300.08,732.43,1305.42,667.55,500.62,1256.75,1257.42,1225.05,1257.63,810.76,754.24
2066,887.32,1216.84,977.96,351.49,1108.47,570.11,817.97,1247.71,1291.29,1301.76,1009.07,1276.11,706.27,734.22,1068.54,1170.43,890.25,887.86,1311.24,935.07,1351.73,1280.79,1292.45,971.06,683.93,1088.66,1047.86,734.79,843.18,526.54,1325.52,1246.75,674.3,1232.24,1334.09,587.13,1228.38,893.95,977.62,1229.67,1288.99,1269.43,693.09,1288.75,722.18,525.69,1297.41,1301.57,1175.92,1284.99,851.1,726.86
2067,894.38,1266.21,921.18,357.88,1093.41,587.56,801.03,1376.2,1407.78,1364.03,1096.14,1271.07,665.77,823.68,1034.71,1163.37,849.35,841.36,1331.88,1055.6,1409.37,1372.45,1437.19,951.85,689.75,1183.57,1006.81,800.86,820.68,541.48,1422.07,1361.93,659.12,1317.1,1468.23,546.83,1229.55,793.02,1091.16,1250.65,1442.62,1375.35,701.4,1375.42,719.71,503.19,1401.99,1406.06,1199.37,1331.25,841.77,771.52
2068,912.47,1212.86,961.41,464.69,1080.37,687.6,761.14,1362.68,1346.26,1316.15,1092.64,1278.52,683.06,895.56,1030.36,1102.11,898.69,841.02,1241.44,888.21,1413.84,1329.49,1399.13,985.28,701.09,1060.1,1004.39,812.42,876.84,673.39,1407.25,1302.03,628.62,1328.32,1438.24,610.72,1210.97,812.88,1140.49,1295.47,1357.34,1350.8,770.59,1280.8,691.67,582.83,1400.51,1364.26,1212.1,1344.38,887.11,780.56
2069,878.67,1239.88,942.02,383.32,1059.95,556.32,722.14,1400.09,1354.31,1378.68,1039.83,1223.93,678.53,846.86,1017.48,1094.64,800.72,730.52,1301.85,951.98,1362.38,1368.47,1431.65,961.15,720.21,1115.82,970.4,751.54,751.16,592.18,1413.14,1357.12,635.34,1318.25,1424.4,598.81,1212.89,728.44,1102.79,1303.04,1403.04,1303.54,689.84,1280.37,662.52,528.17,1384.73,1411.24,1259.26,1391.03,856.91,696.97
2070,868.25,1123.17,945.69,342.7,918.47,565.19,732.83,1369.92,1312.12,1272.32,976.52,1180.64,686.84,802.09,1037.26,1093.86,862,790.27,1240.29,923.46,1471.07,1276.5,1377.04,1003.35,716.92,1052.46,1001.34,734.73,767.19,574.98,1408.23,1329.72,597.23,1309.18,1348.67,582.68,1195.08,730.23,1131.18,1254.11,1353.8,1290.45,702.77,1228.81,652.02,507.46,1421.82,1298.21,1237.35,1266.98,870.32,718.49
2071,895.54,1195.25,979.84,420.16,928.08,599.54,786.21,1355.81,1343.66,1398.07,1053.85,1276.33,731.36,780.43,1015.33,1138.43,844.9,858.78,1298.16,895.65,1457.98,1363.26,1422.74,979.64,741.95,1036.79,965.81,797.23,808.12,578.17,1456.15,1340.73,643.37,1279.87,1466.77,624.14,1233.36,766.05,1050.7,1290.76,1360.46,1361.13,721.54,1257.27,645.8,560.13,1412.16,1424.98,1229.65,1363.62,918.04,743.23
2072,920.13,1282.1,930.08,414.27,1066.61,678.02,786.41,1400.2,1405.52,1398.71,1068.27,1383.22,625.42,798.61,1100.16,1224.29,904.53,909.25,1391.32,1032.84,1359.42,1374.97,1424.17,957.02,755.41,1155.27,1043.02,782.7,871.37,616.36,1367.37,1375.65,661.31,1332.31,1480.79,627.95,1261.29,842.36,1150.01,1319.55,1460.84,1412.99,786.99,1346.74,712.19,547.64,1359.53,1444.36,1216.18,1346.87,895.62,747.17
2073,896.35,1196.55,961.43,337.28,990.48,588.38,761.22,1273.36,1348.9,1379.66,1040.55,1277.77,609.52,813.34,1026.4,1138.55,866.86,822,1279.13,973.96,1398.09,1355.25,1361.87,947.97,742.35,1116.18,959.17,821.49,862.61,624.28,1379.98,1326.9,590.26,1219.45,1463.91,647.83,1172.73,813,1125.11,1241.8,1299.53,1426.92,770.47,1270.58,700.74,533.59,1302.46,1360.97,1201.96,1281.15,883.71,791.81
2074,877.13,1147.26,970.99,379.04,1045.72,567.65,750.29,1323.4,1293.08,1275.82,986.69,1204.8,638.41,797.99,1009.82,1132.34,811.14,818.56,1269.05,905.86,1320.66,1281.38,1357.7,966.8,692.64,1065.67,976.52,744.23,811.54,561.67,1354.74,1309.76,618.71,1284.06,1375.19,605.79,1171.73,831.5,1067.42,1279.63,1314.97,1283.83,687.9,1252.4,686.86,536.55,1334.01,1333.88,1207.74,1300.05,785.29,728.37
2075,893.27,1253.93,977.84,301.8,1058.25,530.3,732.6,1381.19,1256.41,1353.35,1056.16,1311.9,687.68,783.67,1099.7,1243.75,910.25,854.84,1384.28,875.34,1469.84,1311.61,1413.85,1056.65,756.39,1127.87,1044.76,723.03,878.77,523.37,1423.4,1307.2,534.15,1337.84,1415.2,602.5,1315.99,814.35,1052.9,1305.7,1384.48,1336.99,740.88,1382.46,633.3,481.48,1394.06,1399.8,1188.61,1416.6,920.72,733.6
2076,885.81,1223.62,974.52,360.58,990.25,570.83,750.26,1414.46,1334.95,1367.94,1084.27,1309.03,683.31,811.68,1002.67,1150.56,822.65,806.55,1250.55,883.44,1430.16,1351.1,1461.16,985.15,672.88,1060.67,962.93,768.88,835.33,530.88,1455.83,1364.27,619.18,1341.9,1428.78,545.58,1272.05,805.01,1076.33,1371.52,1468.06,1382.06,726.37,1249.41,663.21,486.84,1416.64,1391.38,1181.57,1378.48,883.48,734.9
2077,888.27,1149.03,981.06,433.62,1054.63,596.21,739.66,1327.16,1413.35,1451.51,949.89,1213.86,536.06,746.7,1045.59,1117.58,888.24,891.35,1255.46,875.86,1383.23,1399.83,1345.6,1012.48,743.13,1014.56,1058.37,728.45,868.2,609.28,1317,1332.36,606.34,1230.01,1474.66,598.76,1182.83,825.6,983.14,1279.54,1344.34,1375.02,748.84,1304.37,648.75,548.46,1264.45,1431.99,1106.01,1326.07,909.43,757.02
2078,893.69,1222.62,1017.14,434.36,969.22,597.87,775.81,1350.37,1319.76,1329.15,1056.35,1237.83,748.37,773.89,1011.27,1106.06,889.86,843.24,1247.73,960.46,1410.26,1308.25,1397.32,953.03,688.11,1112.67,998.56,762.23,821.48,546.84,1445.16,1310.57,657.36,1284.95,1380.24,590.63,1200.56,806.85,1036.85,1274.95,1310.95,1314.71,745.7,1242.46,667.23,530.33,1422.29,1365.56,1202.66,1310.89,868.31,731.37
2079,924.88,1258.92,1003.55,385.76,1095.14,613.04,801.95,1393.88,1334.72,1389.42,1081.65,1325.01,718.88,831.12,1056.94,1177.05,905.83,846.24,1366.78,1020.13,1401.37,1366.92,1418.88,1021.36,735.66,1107.55,1001.91,737.48,837.23,627.2,1422.09,1335.08,664.2,1299.39,1518.6,585.5,1231.52,839.72,1139.94,1301.38,1436.57,1430.03,734.21,1372.91,772.97,547.35,1417.18,1460.92,1230.38,1351.41,915.82,720.85
2080,901.54,1208,1010.77,475.33,1040.62,567.59,790.84,1326.12,1376.67,1292.17,1059.53,1222.68,667.48,832.67,1081.32,1172.28,899.91,827.7,1292.22,926.38,1340.39,1328.44,1359.58,998.25,711.47,1104.2,1024.6,731.07,837.45,582.96,1379.62,1366.73,657.98,1301.91,1356.4,562.43,1253.64,801.59,1045.4,1329.14,1321.96,1268.1,708.31,1257.75,681.8,576.52,1359.92,1348.18,1179.93,1330.46,893.48,738.67
2081,911.07,1227.59,949.12,464.13,1015.12,626,784.67,1430.17,1408.6,1443.99,1056.21,1297.59,728.14,838,1076.76,1177.38,910.68,834.87,1348.44,850.03,1451.03,1398.47,1442.45,1054.93,745.36,1052.76,1010.79,772.28,852.15,616.35,1423.41,1418.15,711.51,1350.81,1440.8,622.51,1249.74,779.95,1108.56,1348.94,1458.56,1370.8,738.93,1350.66,653.19,550.84,1397.3,1420.1,1257.05,1373.22,956.79,758.15
2082,908.38,1178.21,1007.18,425.91,997.05,590.99,752.12,1336.32,1289.36,1286.65,959.75,1237.28,587.13,796.03,1088.8,1227.22,911.96,846.71,1305.65,863.21,1508.13,1301.94,1401.47,1098.14,756.88,1049.07,1000.2,794.12,816.36,595.74,1483.86,1342.51,612.62,1386.65,1383.82,639.34,1313.22,786.33,1046.72,1384.92,1299.36,1332.42,751.68,1295,670.49,558.3,1491.8,1357.25,1198.23,1348.11,973.49,713.27
2083,870.62,1147.34,963.52,332.67,939.49,514.77,766.76,1363.64,1405.73,1378.1,1039.43,1277.27,687.39,793.09,952.86,1100.4,838.49,815.28,1258.67,834.31,1369.04,1378.17,1374.98,945.91,739.52,999.94,928.15,798,843.66,503.58,1375.02,1372.58,604.73,1335.26,1380.09,596.79,1212.09,739.12,1073.85,1321.6,1336.53,1326.44,736.46,1209.06,625.24,478,1386.44,1374.49,1210.77,1320.4,869.25,751.22
2084,884.69,1126.23,970.01,371.28,1038,609.15,801.19,1233.93,1293.93,1296.97,1009.65,1157.24,622.2,838.14,985.78,1049.46,851.08,874.44,1170.09,927.9,1376.31,1287.65,1297.86,937.12,696.18,1047.47,997.58,781.97,845.65,632.53,1318.87,1236.87,620.49,1208.53,1325.05,607.82,1160.19,850.59,1100.99,1217.46,1259.79,1231.46,744.76,1229.51,672.48,560.72,1316.43,1328.18,1197.17,1291.88,852.11,779.39
2085,915.6,1215.48,1029.32,379.64,1132.27,586.93,816.74,1344.2,1397.42,1419.74,1013.42,1261.35,628.15,833.85,1039.16,1120.74,928.24,925.6,1288.83,905.99,1431.36,1369.84,1382.55,993.23,745.99,1101.48,1052.38,763.79,876.79,549.78,1416.97,1361.33,655.83,1325.61,1405.17,575.24,1244.39,909.32,1048.49,1324.61,1339.3,1317.84,718.79,1293.86,726.74,546.6,1399.81,1401.93,1121.95,1365.06,882.34,759.6
2086,876.1,1163.51,997.36,350.95,1049.94,538.52,717.96,1333.03,1284.06,1302.52,980.83,1187.71,648.81,804.83,976.72,1106.85,825.13,777.31,1255.59,906.08,1388.36,1307.27,1345.41,999.87,754.43,1100.37,987.04,792.48,793.86,523,1385.52,1246.18,543.79,1274.93,1378.83,639.6,1225.74,718.77,1058.95,1271.43,1347.84,1294.44,726.45,1254.01,628.07,497.32,1389.03,1329.28,1259.84,1340.19,889.71,733.28
2087,901.27,1198.76,1020.99,377.39,1087.69,605.55,763.52,1271.49,1303.34,1288.08,939.56,1261.43,748.75,864.7,1033.06,1126.58,827.86,840.02,1371.57,865.49,1388.18,1285.61,1354.3,994.18,712.48,1067.9,1045.93,763.5,762.32,560.16,1404.76,1295.12,604.92,1293.96,1368.92,601.89,1242.92,847.88,1142.48,1316.63,1279.19,1286.38,686.93,1368.57,655.47,527.99,1361.33,1347.37,1263.12,1375.48,861.15,786.66
2088,868.92,1204.62,975.45,329.19,979.79,499.35,751.47,1268.83,1271.06,1313.25,1069.53,1291.03,701.09,789.15,981.62,1112.15,782.61,812.86,1263.47,861.51,1375.74,1271.91,1333.59,922.23,691.66,1068.36,943.17,762.38,820.63,497.56,1349.7,1262.41,600.16,1244.16,1396.31,583.06,1188.03,781.01,1073.67,1219.82,1277.64,1380.86,710.17,1266.4,680.65,456.2,1364.23,1327.28,1254.1,1300.93,831.11,716.79
2089,948.01,1277.01,1010.58,460.03,1231.34,648.45,814.73,1331.71,1322.42,1380.9,989.82,1286.04,836.63,853.16,1152.14,1234.84,880.01,900.42,1381.43,1060.88,1448.57,1341.59,1420.91,1012.82,745.93,1202.16,1110.39,785.06,819.66,644.82,1465.96,1337.52,677.18,1359.05,1436.4,590.85,1314.65,949.34,1165.29,1317.33,1366.22,1358.69,762.26,1378.78,769.07,607.58,1447.33,1400.31,1235.51,1401.09,921.25,796.68
2090,917.55,1260.31,988.37,422.1,1026.44,621.97,743.72,1358.53,1386.98,1379.76,1047.51,1278.88,545.77,834.16,1098.62,1211.05,878.29,757.04,1354.56,970.61,1424.88,1379.85,1438.69,994.46,828.42,1139.96,1073.88,800.19,822.69,620.89,1445.05,1338.68,640.23,1316.59,1411.22,689.15,1245.47,777.24,1156.62,1308.16,1374.26,1322.46,810.13,1265.91,666.4,544.69,1443.31,1381.68,1290.37,1332.96,959.52,782.7
2091,925.09,1225.78,1001.31,367.58,1119.91,615.77,783.43,1425.23,1279.37,1334.42,1054.51,1308.88,568.6,829.56,1098.1,1231.93,937.45,861.98,1340.81,1041.45,1371.46,1305.88,1469.27,1050.58,804.5,1135.97,1047.17,826.83,848.25,611.82,1431.82,1322.36,602.54,1378.95,1391.51,638.63,1298,887.28,1105.83,1325.89,1408.17,1325.47,764.92,1327.13,705.87,524.24,1397.1,1351.95,1204.79,1325.01,982.33,764
2092,898.69,1187.71,999.5,434.2,1037.4,565.28,797.62,1428.26,1412.53,1430.49,1077.77,1249.32,590.28,767.78,1024.07,1139.09,829.18,862.23,1287.09,954.99,1394.78,1401.81,1412.32,961.24,707.62,1119.06,977.05,709.21,803.16,512.99,1375.63,1375.11,731.18,1318.8,1504.43,565.7,1246.38,829.82,1047.68,1309.22,1467.13,1424.75,665.06,1281.96,747.65,482.09,1333.65,1462.26,1209.76,1397.33,822.92,703.32
2093,902.41,1156.27,1027.15,473,928.07,610.89,794.67,1256.65,1295.71,1302.79,962.54,1254.3,647.71,803.4,1097.4,1179.02,896.22,811.59,1290.66,908.17,1304.45,1290.69,1297.98,1013.8,758.68,1010.59,987.9,747.4,780.3,594.29,1304.09,1291.37,725.81,1268.72,1392.3,585.49,1269.5,765.46,1058.57,1291.63,1231.79,1332.03,693.71,1267.46,691.05,580.71,1268.86,1343.93,1175.67,1340.65,947.71,722.06
2094,910.28,1274.05,1010.33,365.18,1057.12,531.29,734.28,1337.71,1342.21,1364.26,1077.91,1280.67,653.62,841.63,1098.43,1186.65,926.76,850.83,1292.4,1040.61,1333.45,1337.08,1340.76,1014.36,749.85,1160.11,1062.57,801.23,798.35,582.9,1341.6,1336.15,588.76,1317.93,1398.12,600.6,1238.42,841.07,1112.63,1297.04,1346.38,1363.35,699.93,1299.09,694.26,541.51,1361.1,1337.92,1272.6,1304.65,927.73,763.05
2095,934.22,1263.54,1015.57,420.07,1092.68,701.75,822.29,1347.97,1310.97,1367.34,1082.38,1288.5,590.15,870.31,1002.86,1125.35,875.49,885.05,1293.7,978.13,1435.03,1335.2,1411.19,959.89,727.88,1124.35,1000.64,828.58,885.84,675.11,1452.54,1338.48,646.56,1321.81,1439.38,635.19,1206.1,887.39,1106.36,1293.39,1353.45,1381.09,805.22,1330.22,731.58,574.78,1421.25,1401.54,1200.63,1341.94,871.4,836.63
2096,906.44,1247.25,1006.65,362.23,974.3,563.06,766.04,1370.91,1483.89,1420.57,1075.84,1315.4,684.97,809.1,1094.49,1157.3,845.03,807.01,1323.35,876.51,1509,1419.75,1400.35,1016.69,701.47,1081.79,1020.93,770.57,764.54,577.93,1452.48,1437.03,620.12,1357.59,1472.23,580.77,1235.18,793.11,1183.18,1329.11,1355.41,1384.9,715.72,1304,709.03,491.47,1450.31,1418.06,1232.57,1357.93,861.31,755.02
2097,886.82,1128.58,989.38,362.85,928.47,583.71,813.67,1398.71,1252.54,1296.15,981.73,1174.81,646.03,803.23,964.04,1091.22,870.82,832.12,1260.2,825.53,1432.23,1286.49,1429.85,999.53,788.33,972.5,880.79,777.44,825.84,568.67,1437.73,1277.02,611.49,1371.76,1401.02,612.52,1226.01,780.41,1087.35,1310.96,1440.17,1301.12,752.59,1221.68,638.15,545.07,1439.56,1346.49,1227.24,1330.09,912.99,764.88
2098,910.83,1159.2,989.11,388.03,978.82,629.98,752.82,1408.32,1446.31,1459.32,1009.53,1258.6,620.16,847.46,1078.64,1197.65,924.09,812.04,1294.34,843.66,1453.17,1433.81,1441.84,1006.92,770.18,1030.31,997.57,793.08,811.44,605.86,1441.28,1410.03,639.66,1318.95,1474.47,657.51,1262.59,764.33,1117.86,1356.97,1435.08,1368.34,752.1,1261.19,692,527.4,1413.16,1484.11,1286.83,1422.61,952.23,743.76
2099,890.81,1158.72,1005.22,424.52,956.08,666.82,757.51,1304.56,1281.92,1344.18,1072.6,1319.83,508.29,844.02,989.1,1118.79,794.62,776.94,1263.1,827.8,1400.13,1314.47,1361.53,980.19,695.16,957.6,895.92,788.9,817.67,670.13,1391.84,1299.17,559.17,1289.61,1420.96,589.47,1230.75,682.96,1105.8,1284.22,1322.1,1372.32,724.81,1266.7,633.77,571.63,1380.92,1377.63,1199.2,1340.35,857.97,784.46
2100,913.74,1261.96,995.19,365.56,1087.57,654.49,730.03,1284.29,1319.48,1347.94,987.36,1259.35,642.58,874.45,1046.7,1180.42,912.68,850.43,1329.96,922.2,1410.57,1341.71,1312.66,1019.43,785.44,1128.09,1007.67,805.52,846.62,615.75,1378.56,1284.72,565.25,1264.39,1431.29,645.36,1235.65,808.32,1143.85,1292.73,1287.99,1384.21,728.75,1341.66,697.86,555.26,1375.79,1392.59,1203.55,1379.6,926.9,783.24
